2023-12-03_22-18-42: config: {'n_epochs': 20, 'batch_size': 32, 'h': 224, 'w': 224, 'lr': 0.0001, 'optimizer': 'sgd', 'momentum': 0.9, 'weight_decay': 0.001, 'device': 'cuda:0', 'n_gpus': 1, 'model': 'MLP', 'h_dim_list': [80, 50, 50, 40, 25]}
2023-12-03_22-18-42: layers.0.weight: torch.Size([80, 150528])
2023-12-03_22-18-42: layers.0.bias: torch.Size([80])
2023-12-03_22-18-42: layers.2.weight: torch.Size([50, 80])
2023-12-03_22-18-42: layers.2.bias: torch.Size([50])
2023-12-03_22-18-42: layers.4.weight: torch.Size([50, 50])
2023-12-03_22-18-42: layers.4.bias: torch.Size([50])
2023-12-03_22-18-42: layers.6.weight: torch.Size([40, 50])
2023-12-03_22-18-42: layers.6.bias: torch.Size([40])
2023-12-03_22-18-42: layers.8.weight: torch.Size([25, 40])
2023-12-03_22-18-42: layers.8.bias: torch.Size([25])
2023-12-03_22-18-42: layers.10.weight: torch.Size([2, 25])
2023-12-03_22-18-42: layers.10.bias: torch.Size([2])
2023-12-03_22-18-42: 
Total parameters: 12,052,037;	Trainable: 12,052,037
2023-12-03_22-20-11: Epoch: 1 | Train loss: 3.8278631606214755 | Train acc: {'40X': 66.19, '100X': 63.18, '200X': 66.36, '400X': 67.16, 'avg_acc': 65.72, 'all_acc': 65.67} | Valid loss: 0.5324065488576889 | Valid acc: {'40X': 71.68, '100X': 72.66, '200X': 76.37, '400X': 73.35, 'avg_acc': 73.52, 'all_acc': 73.51}| Runtime: 1.5 mins
2023-12-03_22-21-41: Epoch: 2 | Train loss: 0.5371282370509328 | Train acc: {'40X': 75.17, '100X': 75.3, '200X': 77.81, '400X': 76.51, 'avg_acc': 76.2, 'all_acc': 76.18} | Valid loss: 0.5096992111206055 | Valid acc: {'40X': 78.2, '100X': 78.66, '200X': 84.08, '400X': 78.85, 'avg_acc': 79.95, 'all_acc': 79.96}| Runtime: 1.5 mins
2023-12-03_22-23-06: Epoch: 3 | Train loss: 0.5109825500765363 | Train acc: {'40X': 77.81, '100X': 80.1, '200X': 82.49, '400X': 80.02, 'avg_acc': 80.1, 'all_acc': 80.11} | Valid loss: 0.5136729162931443 | Valid acc: {'40X': 77.94, '100X': 78.42, '200X': 83.33, '400X': 78.85, 'avg_acc': 79.63, 'all_acc': 79.65}| Runtime: 1.4 mins
2023-12-03_22-24-28: Epoch: 4 | Train loss: 0.505466910834248 | Train acc: {'40X': 79.3, '100X': 79.87, '200X': 83.25, '400X': 82.2, 'avg_acc': 81.16, 'all_acc': 81.12} | Valid loss: 0.5041949480772019 | Valid acc: {'40X': 78.2, '100X': 79.14, '200X': 83.58, '400X': 78.57, 'avg_acc': 79.87, 'all_acc': 79.9}| Runtime: 1.4 mins
2023-12-03_22-25-47: Epoch: 5 | Train loss: 0.49488165833660075 | Train acc: {'40X': 77.72, '100X': 80.26, '200X': 84.56, '400X': 81.94, 'avg_acc': 81.12, 'all_acc': 81.1} | Valid loss: 0.5064097177982331 | Valid acc: {'40X': 78.7, '100X': 79.62, '200X': 85.32, '400X': 78.85, 'avg_acc': 80.62, 'all_acc': 80.66}| Runtime: 1.3 mins
2023-12-03_22-27-05: Epoch: 6 | Train loss: 0.48475017962423533 | Train acc: {'40X': 79.06, '100X': 79.98, '200X': 84.02, '400X': 81.83, 'avg_acc': 81.22, 'all_acc': 81.21} | Valid loss: 0.4662158012390137 | Valid acc: {'40X': 78.2, '100X': 79.14, '200X': 85.57, '400X': 79.95, 'avg_acc': 80.72, 'all_acc': 80.72}| Runtime: 1.3 mins
2023-12-03_22-28-25: Epoch: 7 | Train loss: 0.4480023429401823 | Train acc: {'40X': 77.89, '100X': 80.4, '200X': 84.91, '400X': 82.31, 'avg_acc': 81.38, 'all_acc': 81.36} | Valid loss: 0.4747730568051338 | Valid acc: {'40X': 79.2, '100X': 79.62, '200X': 85.32, '400X': 79.95, 'avg_acc': 81.02, 'all_acc': 81.04}| Runtime: 1.3 mins
2023-12-03_22-29-43: Epoch: 8 | Train loss: 0.43789557357494896 | Train acc: {'40X': 78.43, '100X': 80.71, '200X': 85.48, '400X': 83.13, 'avg_acc': 81.94, 'all_acc': 81.9} | Valid loss: 0.486155241727829 | Valid acc: {'40X': 77.69, '100X': 79.62, '200X': 83.58, '400X': 78.3, 'avg_acc': 79.8, 'all_acc': 79.84}| Runtime: 1.3 mins
2023-12-03_22-31-00: Epoch: 9 | Train loss: 0.44148307182901614 | Train acc: {'40X': 77.84, '100X': 80.03, '200X': 83.79, '400X': 82.11, 'avg_acc': 80.94, 'all_acc': 80.91} | Valid loss: 0.43309504389762876 | Valid acc: {'40X': 77.94, '100X': 79.86, '200X': 86.32, '400X': 81.32, 'avg_acc': 81.36, 'all_acc': 81.35}| Runtime: 1.3 mins
2023-12-03_22-32-18: Epoch: 10 | Train loss: 0.43430964578245135 | Train acc: {'40X': 78.09, '100X': 80.98, '200X': 84.08, '400X': 83.55, 'avg_acc': 81.68, 'all_acc': 81.63} | Valid loss: 0.46090976119041444 | Valid acc: {'40X': 77.94, '100X': 78.42, '200X': 83.08, '400X': 77.47, 'avg_acc': 79.23, 'all_acc': 79.27}| Runtime: 1.3 mins
2023-12-03_22-33-37: Epoch: 11 | Train loss: 0.41820815950632095 | Train acc: {'40X': 80.53, '100X': 82.32, '200X': 85.98, '400X': 84.4, 'avg_acc': 83.31, 'all_acc': 83.28} | Valid loss: 0.4665619730949402 | Valid acc: {'40X': 74.19, '100X': 81.77, '200X': 81.84, '400X': 78.57, 'avg_acc': 79.09, 'all_acc': 79.14}| Runtime: 1.3 mins
2023-12-03_22-34-54: Epoch: 12 | Train loss: 0.4051468263606767 | Train acc: {'40X': 79.4, '100X': 83.36, '200X': 86.66, '400X': 83.5, 'avg_acc': 83.23, 'all_acc': 83.23} | Valid loss: 0.47067881077528 | Valid acc: {'40X': 78.45, '100X': 80.34, '200X': 83.83, '400X': 79.12, 'avg_acc': 80.44, 'all_acc': 80.47}| Runtime: 1.3 mins
2023-12-03_22-36-12: Epoch: 13 | Train loss: 0.41750315506313296 | Train acc: {'40X': 79.18, '100X': 83.79, '200X': 85.44, '400X': 84.16, 'avg_acc': 83.14, 'all_acc': 83.13} | Valid loss: 0.43520619183778764 | Valid acc: {'40X': 80.45, '100X': 80.58, '200X': 85.07, '400X': 81.32, 'avg_acc': 81.85, 'all_acc': 81.86}| Runtime: 1.3 mins
2023-12-03_22-37-28: Epoch: 14 | Train loss: 0.3955086859295497 | Train acc: {'40X': 79.73, '100X': 82.74, '200X': 86.89, '400X': 85.24, 'avg_acc': 83.65, 'all_acc': 83.61} | Valid loss: 0.4868773639202118 | Valid acc: {'40X': 78.95, '100X': 79.14, '200X': 85.32, '400X': 79.95, 'avg_acc': 80.84, 'all_acc': 80.85}| Runtime: 1.3 mins
2023-12-03_22-38-43: Epoch: 15 | Train loss: 0.372615541759375 | Train acc: {'40X': 82.34, '100X': 84.73, '200X': 87.31, '400X': 87.81, 'avg_acc': 85.55, 'all_acc': 85.49} | Valid loss: 0.4418173024058342 | Valid acc: {'40X': 77.19, '100X': 82.49, '200X': 82.59, '400X': 81.04, 'avg_acc': 80.83, 'all_acc': 80.85}| Runtime: 1.3 mins
2023-12-03_22-39-40: Epoch: 16 | Train loss: 0.42455027121547106 | Train acc: {'40X': 78.71, '100X': 82.02, '200X': 84.25, '400X': 83.96, 'avg_acc': 82.24, 'all_acc': 82.2} | Valid loss: 0.4483290177583694 | Valid acc: {'40X': 80.7, '100X': 79.62, '200X': 82.84, '400X': 81.87, 'avg_acc': 81.26, 'all_acc': 81.23}| Runtime: 0.9 mins
2023-12-03_22-40-36: Epoch: 17 | Train loss: 0.36822306314432945 | Train acc: {'40X': 80.84, '100X': 85.38, '200X': 87.97, '400X': 86.8, 'avg_acc': 85.25, 'all_acc': 85.22} | Valid loss: 0.4213653466105461 | Valid acc: {'40X': 81.2, '100X': 80.1, '200X': 84.33, '400X': 83.24, 'avg_acc': 82.22, 'all_acc': 82.17}| Runtime: 0.9 mins
2023-12-03_22-41-31: Epoch: 18 | Train loss: 0.3511629381493942 | Train acc: {'40X': 82.62, '100X': 86.36, '200X': 88.46, '400X': 87.51, 'avg_acc': 86.24, 'all_acc': 86.21} | Valid loss: 0.47580552712082863 | Valid acc: {'40X': 80.2, '100X': 80.34, '200X': 85.57, '400X': 80.77, 'avg_acc': 81.72, 'all_acc': 81.73}| Runtime: 0.9 mins
2023-12-03_22-42-27: Epoch: 19 | Train loss: 0.35991562701560353 | Train acc: {'40X': 81.66, '100X': 85.29, '200X': 87.75, '400X': 86.88, 'avg_acc': 85.4, 'all_acc': 85.37} | Valid loss: 0.49274091958999633 | Valid acc: {'40X': 71.18, '100X': 78.9, '200X': 78.86, '400X': 77.47, 'avg_acc': 76.6, 'all_acc': 76.61}| Runtime: 0.9 mins
2023-12-03_22-43-22: Epoch: 20 | Train loss: 0.3704077703123157 | Train acc: {'40X': 80.94, '100X': 84.58, '200X': 87.46, '400X': 87.26, 'avg_acc': 85.06, 'all_acc': 85.01} | Valid loss: 0.48823035687208177 | Valid acc: {'40X': 78.45, '100X': 78.9, '200X': 83.58, '400X': 78.57, 'avg_acc': 79.88, 'all_acc': 79.9}| Runtime: 0.9 mins
2023-12-03_22-43-22: Train summary:     epoch    40X   100X   200X   400X  avg_acc  all_acc
0       1  66.19  63.18  66.36  67.16    65.72    65.67
1       2  75.17  75.30  77.81  76.51    76.20    76.18
2       3  77.81  80.10  82.49  80.02    80.10    80.11
3       4  79.30  79.87  83.25  82.20    81.16    81.12
4       5  77.72  80.26  84.56  81.94    81.12    81.10
5       6  79.06  79.98  84.02  81.83    81.22    81.21
6       7  77.89  80.40  84.91  82.31    81.38    81.36
7       8  78.43  80.71  85.48  83.13    81.94    81.90
8       9  77.84  80.03  83.79  82.11    80.94    80.91
9      10  78.09  80.98  84.08  83.55    81.68    81.63
10     11  80.53  82.32  85.98  84.40    83.31    83.28
11     12  79.40  83.36  86.66  83.50    83.23    83.23
12     13  79.18  83.79  85.44  84.16    83.14    83.13
13     14  79.73  82.74  86.89  85.24    83.65    83.61
14     15  82.34  84.73  87.31  87.81    85.55    85.49
15     16  78.71  82.02  84.25  83.96    82.24    82.20
16     17  80.84  85.38  87.97  86.80    85.25    85.22
17     18  82.62  86.36  88.46  87.51    86.24    86.21
18     19  81.66  85.29  87.75  86.88    85.40    85.37
19     20  80.94  84.58  87.46  87.26    85.06    85.01
2023-12-03_22-43-22: Eval summary:     epoch    40X   100X   200X   400X  avg_acc  all_acc
0       1  71.68  72.66  76.37  73.35    73.52    73.51
1       2  78.20  78.66  84.08  78.85    79.95    79.96
2       3  77.94  78.42  83.33  78.85    79.63    79.65
3       4  78.20  79.14  83.58  78.57    79.87    79.90
4       5  78.70  79.62  85.32  78.85    80.62    80.66
5       6  78.20  79.14  85.57  79.95    80.72    80.72
6       7  79.20  79.62  85.32  79.95    81.02    81.04
7       8  77.69  79.62  83.58  78.30    79.80    79.84
8       9  77.94  79.86  86.32  81.32    81.36    81.35
9      10  77.94  78.42  83.08  77.47    79.23    79.27
10     11  74.19  81.77  81.84  78.57    79.09    79.14
11     12  78.45  80.34  83.83  79.12    80.44    80.47
12     13  80.45  80.58  85.07  81.32    81.85    81.86
13     14  78.95  79.14  85.32  79.95    80.84    80.85
14     15  77.19  82.49  82.59  81.04    80.83    80.85
15     16  80.70  79.62  82.84  81.87    81.26    81.23
16     17  81.20  80.10  84.33  83.24    82.22    82.17
17     18  80.20  80.34  85.57  80.77    81.72    81.73
18     19  71.18  78.90  78.86  77.47    76.60    76.61
19     20  78.45  78.90  83.58  78.57    79.88    79.90
2023-12-03_22-43-22: Final test accuracy: {'40X': 82.21, '100X': 79.81, '200X': 88.34, '400X': 82.42, 'avg_acc': 83.2, 'all_acc': 83.19}
